problem,size,seed,n_units,n_test_units,units_per_param,psi,J,var,G_test,G_train,a_domain,a_test,loss_upper,c_domain,t_max_domain,c_test,t_max_test,hoeffding_at_1,outside_support,fold,prior_std,J_softmax_N1,n_cert_units,bound,continuous_bound,selected,J_max
ace,1.5,1,52,300,1.4444444444444444,PAC hyperprior,3.4312046006598873,,,,,,,,,,,,,1.0,1.0,5.113235396743571,26.0,,,True,5.304248274581525
ace,1.5,2,52,300,1.4444444444444444,fitted ellipse,1.7989977732119833,7.196944116452114,-0.6582817638429095,-3.523413286080941,-7.780833106317392,-5.658708316517614,4.605170185988092,2.3741837808248274,0.4211973850030198,1.6668088508915682,0.5999488180453953,19.176634694625285,0.03,,,,,,,,
ace,1.5,2,52,300,1.4444444444444444,PAC hyperposterior,1.348241184422788,,,,-4.785180185788366,,,,,,,,0.011197916666666667,0.0,1.0,2.1290864061437946,26.0,3.12117884991672,2.763101475176595,,
ace,1.5,2,52,300,1.4444444444444444,PAC hyperprior,2.1505890091583986,,,,,,,,,,,,,0.0,0.125,2.2102937367434974,26.0,,,False,2.3638667844534496
ace,1.5,2,52,300,1.4444444444444444,PAC hyperprior,2.1287584105817645,,,,,,,,,,,,,0.0,0.25,2.3743987106178084,26.0,,,False,2.593682264773255
ace,1.5,2,52,300,1.4444444444444444,PAC hyperprior,2.057924968956389,,,,,,,,,,,,,0.0,0.5,3.142183552607435,26.0,,,False,3.382113604604724
ace,1.5,2,52,300,1.4444444444444444,PAC hyperprior,1.8627648593900865,,,,,,,,,,,,,0.0,1.0,3.7396674704009167,26.0,,,True,3.968124389608233
ace,1.5,2,52,300,1.4444444444444444,PAC hyperposterior,0.7059550168132979,,,,-4.785180185788366,,,,,,,,0.0034407552083333334,1.0,0.5,1.0450099996233684,26.0,3.12117884991672,2.763101475176595,,
ace,1.5,2,52,300,1.4444444444444444,PAC hyperprior,0.8503848941065903,,,,,,,,,,,,,1.0,0.125,0.8932916910444985,26.0,,,False,1.030594618630996
ace,1.5,2,52,300,1.4444444444444444,PAC hyperprior,0.832804169990111,,,,,,,,,,,,,1.0,0.25,1.0054802917488745,26.0,,,False,1.2225267668497928
ace,1.5,2,52,300,1.4444444444444444,PAC hyperprior,0.7560963441647648,,,,,,,,,,,,,1.0,0.5,1.1259635101161316,26.0,,,True,1.3482478631622747
ace,1.5,2,52,300,1.4444444444444444,PAC hyperprior,0.584798519447083,,,,,,,,,,,,,1.0,1.0,1.3005405379665425,26.0,,,False,1.5295092670614778
ace,1.5,3,52,300,1.4444444444444444,fitted ellipse,1.2556315305794472,5.39393907263453,-0.9140063070234697,-3.238258174213032,-7.780833106317392,-5.935426427058961,4.605170185988092,2.2889422664313073,0.4368830156468303,1.6738067066784972,0.5974405503395315,19.176634694625285,0.016666666666666666,,,,,,,,
ace,1.5,3,52,300,1.4444444444444444,PAC hyperposterior,0.76199876575361,,,,-4.785180185788366,,,,,,,,0.0027734375,0.0,0.125,0.7833927009738173,26.0,2.960922794001377,2.59182416079169,,
ace,1.5,3,52,300,1.4444444444444444,PAC hyperprior,0.7560017731313751,,,,,,,,,,,,,0.0,0.125,0.7733490730035804,26.0,,,True,0.8513758814936034
ace,1.5,3,52,300,1.4444444444444444,PAC hyperprior,0.7494227534999824,,,,,,,,,,,,,0.0,0.25,0.8489206890390549,26.0,,,False,1.0304886540372644
ace,1.5,3,52,300,1.4444444444444444,PAC hyperprior,0.685926405149948,,,,,,,,,,,,,0.0,0.5,1.0317881966321598,26.0,,,False,1.26717672609331
ace,1.5,3,52,300,1.4444444444444444,PAC hyperprior,0.5697467929345206,,,,,,,,,,,,,0.0,1.0,1.1150472462230339,26.0,,,False,1.3388110609766546
ace,1.5,3,52,300,1.4444444444444444,PAC hyperposterior,1.1731777831951393,,,,-4.785180185788366,,,,,,,,0.012037760416666666,1.0,1.0,2.4855487208042932,26.0,2.960922794001377,2.59182416079169,,
ace,1.5,3,52,300,1.4444444444444444,PAC hyperprior,2.1842916957159417,,,,,,,,,,,,,1.0,0.125,2.3914689298699563,26.0,,,False,2.572435459311091
ace,1.5,3,52,300,1.4444444444444444,PAC hyperprior,2.1508795988671157,,,,,,,,,,,,,1.0,0.25,2.864800846463413,26.0,,,False,3.091442743945958
ace,1.5,3,52,300,1.4444444444444444,PAC hyperprior,2.141386758448534,,,,,,,,,,,,,1.0,0.5,3.5024152518641576,26.0,,,False,3.7180061149535497
ace,1.5,3,52,300,1.4444444444444444,PAC hyperprior,1.9263416925123726,,,,,,,,,,,,,1.0,1.0,4.458493956371975,26.0,,,True,4.696156108733529
ace,1.5,4,52,300,1.4444444444444444,fitted ellipse,0.9930645220233476,3.15446901120804,-0.9702781542776455,-2.6674275752753025,-7.780833106317392,-4.578587906219515,4.605170185988092,2.2701849840132486,0.4404927382755361,1.2027699173139565,0.8314142094883905,19.176634694625285,0.0,,,,,,,,
ace,1.5,4,52,300,1.4444444444444444,PAC hyperposterior,0.9610772010386008,,,,-4.785180185788366,,,,,,,,0.0233984375,0.0,1.0,1.703517465864842,26.0,3.684321585434609,3.3930728360388356,,
ace,1.5,4,52,300,1.4444444444444444,PAC hyperprior,2.896546733478069,,,,,,,,,,,,,0.0,0.125,3.237539806742714,26.0,,,False,3.421242636900356
ace,1.5,4,52,300,1.4444444444444444,PAC hyperprior,2.8699018339020532,,,,,,,,,,,,,0.0,0.25,3.7980762109857156,26.0,,,False,4.019922308746384
ace,1.5,4,52,300,1.4444444444444444,PAC hyperprior,2.8581323547134776,,,,,,,,,,,,,0.0,0.5,4.303795010694289,26.0,,,False,4.522773947886167
ace,1.5,4,52,300,1.4444444444444444,PAC hyperprior,2.54207969045389,,,,,,,,,,,,,0.0,1.0,4.672857676041013,26.0,,,True,4.876506912291605
ace,1.5,4,52,300,1.4444444444444444,PAC hyperposterior,0.5607469431330421,,,,-4.785180185788366,,,,,,,,0.0019205729166666666,1.0,1.0,1.4796066309141997,26.0,3.684321585434609,3.3930728360388356,,
ace,1.5,4,52,300,1.4444444444444444,PAC hyperprior,0.6668608227547816,,,,,,,,,,,,,1.0,0.125,0.6923565633109567,26.0,,,False,0.7877858476040158
ace,1.5,4,52,300,1.4444444444444444,PAC hyperprior,0.6685796181882748,,,,,,,,,,,,,1.0,0.25,0.8359792130103668,26.0,,,False,1.053831487101668
ace,1.5,4,52,300,1.4444444444444444,PAC hyperprior,0.6758367618949355,,,,,,,,,,,,,1.0,0.5,1.4893846798357184,26.0,,,False,1.7289685532866574
ace,1.5,4,52,300,1.4444444444444444,PAC hyperprior,0.7432203336330276,,,,,,,,,,,,,1.0,1.0,3.499992957902667,26.0,,,True,3.73992772226981
ace,1.5,5,52,300,1.4444444444444444,fitted ellipse,0.8126791927441728,2.3954292388361176,-1.1209194517710415,-2.7331738724067156,-7.780833106317392,-5.0990068464559535,4.605170185988092,2.2199712181821165,0.4504562905184316,1.3260291315616373,0.7541312450823162,19.176634694625285,0.0,,,,,,,,
ace,1.5,5,52,300,1.4444444444444444,PAC hyperposterior,1.855632783942921,,,,-4.785180185788366,,,,,,,,0.07514973958333333,0.0,1.0,2.1235043103530775,26.0,3.541956807700602,3.233141398648917,,
ace,1.5,5,52,300,1.4444444444444444,PAC hyperprior,4.892249306806072,,,,,,,,,,,,,0.0,0.125,4.89352449224336,26.0,,,False,4.921965534127988
ace,1.5,5,52,300,1.4444444444444444,PAC hyperprior,4.882249449776392,,,,,,,,,,,,,0.0,0.25,4.889465735671281,26.0,,,False,4.937444075680956
ace,1.5,5,52,300,1.4444444444444444,PAC hyperprior,4.84423544647159,,,,,,,,,,,,,0.0,0.5,4.876875120529652,26.0,,,False,4.982274229291903
ace,1.5,5,52,300,1.4444444444444444,PAC hyperprior,4.629428996201815,,,,,,,,,,,,,0.0,1.0,4.843769325800356,26.0,,,True,5.011095738633543
ace,1.5,5,52,300,1.4444444444444444,PAC hyperposterior,0.6463165251374974,,,,-4.785180185788366,,,,,,,,0.0,1.0,0.125,0.6596329954705727,26.0,3.541956807700602,3.233141398648917,,
ace,1.5,5,52,300,1.4444444444444444,PAC hyperprior,0.6482945811290906,,,,,,,,,,,,,1.0,0.125,0.6647651703040278,26.0,,,True,0.7877360449026192
ace,1.5,5,52,300,1.4444444444444444,PAC hyperprior,0.6436632685360179,,,,,,,,,,,,,1.0,0.25,0.7360010782379327,26.0,,,False,0.9167418050586811
ace,1.5,5,52,300,1.4444444444444444,PAC hyperprior,0.6390446332349808,,,,,,,,,,,,,1.0,0.5,0.9320616503916389,26.0,,,False,1.1398845677216674
ace,1.5,5,52,300,1.4444444444444444,PAC hyperprior,0.5982901347517342,,,,,,,,,,,,,1.0,1.0,1.3166974794400512,26.0,,,False,1.5556118120159157
ace,1.5,6,52,300,1.4444444444444444,fitted ellipse,2.055247916727051,10.27906812951579,-0.9909106707139848,-4.1457305418656825,-7.780833106317392,-7.118972684699683,4.605170185988092,2.2633074785344687,0.4418312622054859,2.0426873379952326,0.4895511816220667,19.176634694625285,0.10666666666666667,,,,,,,,
ace,1.5,6,52,300,1.4444444444444444,PAC hyperposterior,0.9830666171000026,,,,-4.785180185788366,,,,,,,,0.0,0.0,0.125,1.0446683090051332,26.0,2.9012320230328217,2.523219020068515,,
ace,1.5,6,52,300,1.4444444444444444,PAC hyperprior,0.9898052566717015,,,,,,,,,,,,,0.0,0.125,1.032944153101846,26.0,,,True,1.1656474391377287
ace,1.5,6,52,300,1.4444444444444444,PAC hyperprior,0.9913720426508709,,,,,,,,,,,,,0.0,0.25,1.200932250410129,26.0,,,False,1.417313651239029
ace,1.5,6,52,300,1.4444444444444444,PAC hyperprior,0.9704146931668005,,,,,,,,,,,,,0.0,0.5,1.872161374636301,26.0,,,False,2.1116840530037964
ace,1.5,6,52,300,1.4444444444444444,PAC hyperprior,0.9683473000174094,,,,,,,,,,,,,0.0,1.0,2.7782089257464078,26.0,,,False,3.018143456814526
ace,1.5,6,52,300,1.4444444444444444,PAC hyperposterior,1.1893805062210885,,,,-4.785180185788366,,,,,,,,0.013802083333333333,1.0,0.125,1.3281393280461606,26.0,2.9012320230328217,2.523219020068515,,
ace,1.5,6,52,300,1.4444444444444444,PAC hyperprior,1.1986479831592007,,,,,,,,,,,,,1.0,0.125,1.3560081348071107,26.0,,,True,1.5646025771793637
ace,1.5,6,52,300,1.4444444444444444,PAC hyperprior,1.2168865731479037,,,,,,,,,,,,,1.0,0.25,1.71983181894055,26.0,,,False,1.9436955616622846
ace,1.5,6,52,300,1.4444444444444444,PAC hyperprior,1.2178915916372781,,,,,,,,,,,,,1.0,0.5,2.8533184088285255,26.0,,,False,3.093246458937495
ace,1.5,6,52,300,1.4444444444444444,PAC hyperprior,1.2072008412982709,,,,,,,,,,,,,1.0,1.0,3.9176829883948736,26.0,,,False,4.157618459604846
ace,1.5,7,52,300,1.4444444444444444,fitted ellipse,5.002956540298678,17.14566618278385,1.074280514792966,-6.517917993293263,-7.780833106317392,-7.706075368597293,4.605170185988092,2.951704540370119,0.33878729605999397,2.9267852944634196,0.3416718000776119,19.176634694625285,0.37666666666666665,,,,,,,,
ace,1.5,7,52,300,1.4444444444444444,PAC hyperposterior,1.4722231199355664,,,,-4.785180185788366,,,,,,,,0.020240885416666667,0.0,1.0,2.591323791633706,26.0,2.8588971705345174,2.478067539233368,,
ace,1.5,7,52,300,1.4444444444444444,PAC hyperprior,3.4825412314494573,,,,,,,,,,,,,0.0,0.125,3.666815802785629,26.0,,,False,3.876473203715735
ace,1.5,7,52,300,1.4444444444444444,PAC hyperprior,3.44711128235104,,,,,,,,,,,,,0.0,0.25,3.8851144178267982,26.0,,,False,4.088358667199794
ace,1.5,7,52,300,1.4444444444444444,PAC hyperprior,3.3393221689841885,,,,,,,,,,,,,0.0,0.5,4.274595760849298,26.0,,,False,4.5036491449623455
ace,1.5,7,52,300,1.4444444444444444,PAC hyperprior,2.8370981196418956,,,,,,,,,,,,,0.0,1.0,4.481633562803513,26.0,,,True,4.716552434153423
ace,1.5,7,52,300,1.4444444444444444,PAC hyperposterior,0.9441713161039118,,,,-4.785180185788366,,,,,,,,0.002041015625,1.0,0.125,0.9750833175672142,26.0,2.8588971705345174,2.478067539233368,,
ace,1.5,7,52,300,1.4444444444444444,PAC hyperprior,0.9452465482062977,,,,,,,,,,,,,1.0,0.125,0.9727991305312199,26.0,,,True,1.0864034016825288
ace,1.5,7,52,300,1.4444444444444444,PAC hyperprior,0.9453788789820171,,,,,,,,,,,,,1.0,0.25,1.089935455452441,26.0,,,False,1.2750921989067674
ace,1.5,7,52,300,1.4444444444444444,PAC hyperprior,0.9702740949467955,,,,,,,,,,,,,1.0,0.5,1.837729156955529,26.0,,,False,2.0776579416292655
ace,1.5,7,52,300,1.4444444444444444,PAC hyperprior,0.9698142845976575,,,,,,,,,,,,,1.0,1.0,2.0224542878161693,26.0,,,False,2.261787637059326
ace,1.5,8,52,300,1.4444444444444444,fitted ellipse,1.1191697141483683,4.08901043829326,-0.6533816008475374,-2.7038678395143116,-7.780833106317392,-4.520456606511346,4.605170185988092,2.3758171684899514,0.4209078094319822,1.2890250018879363,0.7757801427709908,19.176634694625285,0.013333333333333334,,,,,,,,
ace,1.5,8,52,300,1.4444444444444444,PAC hyperposterior,0.984273117912726,,,,-4.785180185788366,,,,,,,,0.010074869791666666,0.0,1.0,2.9147827707129608,26.0,3.217219674199447,2.869050162604355,,
ace,1.5,8,52,300,1.4444444444444444,PAC hyperprior,1.3478206168370008,,,,,,,,,,,,,0.0,0.125,1.4885242362768976,26.0,,,False,1.7013923639064323
ace,1.5,8,52,300,1.4444444444444444,PAC hyperprior,1.3268146255214526,,,,,,,,,,,,,0.0,0.25,1.64543489291926,26.0,,,False,1.8517757184501145
ace,1.5,8,52,300,1.4444444444444444,PAC hyperprior,1.2860693461580344,,,,,,,,,,,,,0.0,0.5,2.2856249267166486,26.0,,,False,2.5230882362791522
ace,1.5,8,52,300,1.4444444444444444,PAC hyperprior,1.122936247761225,,,,,,,,,,,,,0.0,1.0,3.1870583938873054,26.0,,,True,3.4106292917554235
ace,1.5,8,52,300,1.4444444444444444,PAC hyperposterior,0.6721466663029225,,,,-4.785180185788366,,,,,,,,0.001979166666666667,1.0,0.125,0.6983040486587357,26.0,3.217219674199447,2.869050162604355,,
ace,1.5,8,52,300,1.4444444444444444,PAC hyperprior,0.6764751130445186,,,,,,,,,,,,,1.0,0.125,0.7111549930365968,26.0,,,True,0.8967724652556708
ace,1.5,8,52,300,1.4444444444444444,PAC hyperprior,0.655048006951477,,,,,,,,,,,,,1.0,0.25,0.8176461238919217,26.0,,,False,1.0223748742353171
ace,1.5,8,52,300,1.4444444444444444,PAC hyperprior,0.6413647650455897,,,,,,,,,,,,,1.0,0.5,1.3515922806967553,26.0,,,False,1.5909770534747665
ace,1.5,8,52,300,1.4444444444444444,PAC hyperprior,0.5491617104817789,,,,,,,,,,,,,1.0,1.0,2.86649161802812,26.0,,,False,3.1064271805296393
ace,1.5,9,52,300,1.4444444444444444,fitted ellipse,0.7611095273603183,1.7847727097019515,-1.7812727510666484,-3.1179093109986975,-7.780833106317392,-4.959091259550782,4.605170185988092,1.9998534517502478,0.5000366397471835,1.0592728361613777,0.9440438439107225,19.176634694625285,0.0,,,,,,,,
ace,1.5,9,52,300,1.4444444444444444,PAC hyperposterior,0.679942613395202,,,,-4.785180185788366,,,,,,,,0.0,0.0,0.125,0.7032229839634938,26.0,3.4163039231526966,3.0916999851209326,,
ace,1.5,9,52,300,1.4444444444444444,PAC hyperprior,0.676434597896282,,,,,,,,,,,,,0.0,0.125,0.6973153877560089,26.0,,,True,0.8032181275848282
ace,1.5,9,52,300,1.4444444444444444,PAC hyperprior,0.6789435615369754,,,,,,,,,,,,,0.0,0.25,0.8023997650185191,26.0,,,False,0.9686252600764433
ace,1.5,9,52,300,1.4444444444444444,PAC hyperprior,0.6488578767454594,,,,,,,,,,,,,0.0,0.5,1.109391752309197,26.0,,,False,1.341107357955444
ace,1.5,9,52,300,1.4444444444444444,PAC hyperprior,0.5845461778504268,,,,,,,,,,,,,0.0,1.0,1.8534847707913291,26.0,,,False,2.0925311161088027
ace,1.5,9,52,300,1.4444444444444444,PAC hyperposterior,0.9418549413063245,,,,-4.785180185788366,,,,,,,,0.014996744791666667,1.0,1.0,1.2177266277087926,26.0,3.4163039231526966,3.0916999851209326,,
ace,1.5,9,52,300,1.4444444444444444,PAC hyperprior,2.1744572244821803,,,,,,,,,,,,,1.0,0.125,2.2790983396494484,26.0,,,False,2.477354738393423
ace,1.5,9,52,300,1.4444444444444444,PAC hyperprior,2.139195837146458,,,,,,,,,,,,,1.0,0.25,2.6010469701761925,26.0,,,False,2.8400261729423377
ace,1.5,9,52,300,1.4444444444444444,PAC hyperprior,2.069482032807335,,,,,,,,,,,,,1.0,0.5,2.839451995594977,26.0,,,False,3.0636009775477397
ace,1.5,9,52,300,1.4444444444444444,PAC hyperprior,1.7788170088208668,,,,,,,,,,,,,1.0,1.0,4.111220864846557,26.0,,,True,4.3511482493173865
ace,1.5,10,52,300,1.4444444444444444,fitted ellipse,1.309704343066211,5.628512547986575,-1.33200171024876,-3.4851842443513688,-7.780833106317392,-6.255807859681318,4.605170185988092,2.1496104653562105,0.46520056359806133,1.6412687164775193,0.6092847502426012,19.176634694625285,0.03666666666666667,,,,,,,,
ace,1.5,10,52,300,1.4444444444444444,PAC hyperposterior,0.5413945412151568,,,,-4.785180185788366,,,,,,,,0.0,0.0,0.125,0.5466289234344879,26.0,3.6921629056992886,3.4163997701300834,,
ace,1.5,10,52,300,1.4444444444444444,PAC hyperprior,0.5413036785674007,,,,,,,,,,,,,0.0,0.125,0.5464657476564229,26.0,,,True,0.6059186511969541
ace,1.5,10,52,300,1.4444444444444444,PAC hyperprior,0.5328657430950042,,,,,,,,,,,,,0.0,0.25,0.5597336740562153,26.0,,,False,0.6811977774203726
ace,1.5,10,52,300,1.4444444444444444,PAC hyperprior,0.5034274347870127,,,,,,,,,,,,,0.0,0.5,0.5942163873226535,26.0,,,False,0.8020365621201044
ace,1.5,10,52,300,1.4444444444444444,PAC hyperprior,0.45913062520882597,,,,,,,,,,,,,0.0,1.0,1.303856654459359,26.0,,,False,1.543781506340288
ace,1.5,10,52,300,1.4444444444444444,PAC hyperposterior,1.6242645721034332,,,,-4.785180185788366,,,,,,,,0.02109375,1.0,1.0,2.6079952728068054,26.0,3.6921629056992886,3.4163997701300834,,
ace,1.5,10,52,300,1.4444444444444444,PAC hyperprior,5.290057506916037,,,,,,,,,,,,,1.0,0.125,5.291144871422698,26.0,,,False,5.3112118616964
ace,1.5,10,52,300,1.4444444444444444,PAC hyperprior,5.2806681517357426,,,,,,,,,,,,,1.0,0.25,5.285230813455162,26.0,,,False,5.320293959008772
ace,1.5,10,52,300,1.4444444444444444,PAC hyperprior,5.235304524259954,,,,,,,,,,,,,1.0,0.5,5.26638389975946,26.0,,,False,5.342073716286382
ace,1.5,10,52,300,1.4444444444444444,PAC hyperprior,4.957155927705827,,,,,,,,,,,,,1.0,1.0,5.215615757344572,26.0,,,True,5.373276289586869
ace,1.5,11,52,300,1.4444444444444444,fitted ellipse,1.8363100423671943,7.609756259671767,-1.3648322929128944,-3.945774038345363,-7.780833106317392,-6.802490872879542,4.605170185988092,2.138666937801499,0.4675809881027933,1.8125528599888823,0.5517080478448136,19.176634694625285,0.023333333333333334,,,,,,,,
ace,1.5,11,52,300,1.4444444444444444,PAC hyperposterior,0.7694978983662641,,,,-4.785180185788366,,,,,,,,0.00018229166666666667,0.0,1.0,1.5740727974819806,26.0,3.1428348318870727,2.7858400524511318,,
ace,1.5,11,52,300,1.4444444444444444,PAC hyperprior,0.9879686308961898,,,,,,,,,,,,,0.0,0.125,1.1056839739236888,26.0,,,False,1.2933305846548642
ace,1.5,11,52,300,1.4444444444444444,PAC hyperprior,1.0112750859585935,,,,,,,,,,,,,0.0,0.25,1.4087572951212548,26.0,,,False,1.6182764611055207
ace,1.5,11,52,300,1.4444444444444444,PAC hyperprior,1.05499267130934,,,,,,,,,,,,,0.0,0.5,2.167918090948594,26.0,,,False,2.407340280778742
ace,1.5,11,52,300,1.4444444444444444,PAC hyperprior,1.080381254102562,,,,,,,,,,,,,0.0,1.0,3.1745877538848726,26.0,,,True,3.414523300545495
ace,1.5,11,52,300,1.4444444444444444,PAC hyperposterior,0.6101641338158701,,,,-4.785180185788366,,,,,,,,0.0,1.0,0.125,0.6182047297909509,26.0,3.1428348318870727,2.7858400524511318,,
ace,1.5,11,52,300,1.4444444444444444,PAC hyperprior,0.608047661297114,,,,,,,,,,,,,1.0,0.125,0.617143921795832,26.0,,,True,0.7019990669260752
ace,1.5,11,52,300,1.4444444444444444,PAC hyperprior,0.6056221499295279,,,,,,,,,,,,,1.0,0.25,0.649728738163126,26.0,,,False,0.8303513292225597
ace,1.5,11,52,300,1.4444444444444444,PAC hyperprior,0.5941598948934395,,,,,,,,,,,,,1.0,0.5,0.8808732452540512,26.0,,,False,1.0994550168040629
ace,1.5,11,52,300,1.4444444444444444,PAC hyperprior,0.5664378632726806,,,,,,,,,,,,,1.0,1.0,1.137159908085855,26.0,,,False,1.3769277392246186
ace,1.5,12,52,300,1.4444444444444444,fitted ellipse,0.8535878011910167,2.711487021771097,-1.3451637046172726,-3.0879179899600167,-7.780833106317392,-5.799281693236298,4.605170185988092,2.1452231339000396,0.46615197468152825,1.484705996206342,0.6735340212507781,19.176634694625285,0.0033333333333333335,,,,,,,,
ace,1.5,12,52,300,1.4444444444444444,PAC hyperposterior,0.7509760432767636,,,,-4.785180185788366,,,,,,,,0.00037760416666666666,0.0,0.5,0.9116543796970913,26.0,3.2985335162784404,2.9567819331135876,,
ace,1.5,12,52,300,1.4444444444444444,PAC hyperprior,0.79442596653461,,,,,,,,,,,,,0.0,0.125,0.7995772332321047,26.0,,,False,0.8610866622648086
ace,1.5,12,52,300,1.4444444444444444,PAC hyperprior,0.7970868741348596,,,,,,,,,,,,,0.0,0.25,0.8189275431182611,26.0,,,False,0.9368907074755413
ace,1.5,12,52,300,1.4444444444444444,PAC hyperprior,0.797094346671914,,,,,,,,,,,,,0.0,0.5,1.2523004383493022,26.0,,,True,1.4921839468709859
ace,1.5,12,52,300,1.4444444444444444,PAC hyperprior,0.7862420322800543,,,,,,,,,,,,,0.0,1.0,1.5673366851461121,26.0,,,False,1.7973891272334113
ace,1.5,12,52,300,1.4444444444444444,PAC hyperposterior,0.6716721114534646,,,,-4.785180185788366,,,,,,,,0.0,1.0,0.25,0.76718686829351,26.0,3.2985335162784404,2.9567819331135876,,
ace,1.5,12,52,300,1.4444444444444444,PAC hyperprior,0.6796105848204849,,,,,,,,,,,,,1.0,0.125,0.6989940340434142,26.0,,,False,0.807585920223179
ace,1.5,12,52,300,1.4444444444444444,PAC hyperprior,0.6801444961594664,,,,,,,,,,,,,1.0,0.25,0.8694412507627008,26.0,,,True,1.0948766458022323
ace,1.5,12,52,300,1.4444444444444444,PAC hyperprior,0.6751282245902474,,,,,,,,,,,,,1.0,0.5,1.176859442211706,26.0,,,False,1.4090409330764757
ace,1.5,12,52,300,1.4444444444444444,PAC hyperprior,0.6263006354182432,,,,,,,,,,,,,1.0,1.0,2.1567487619265755,26.0,,,False,2.396684311165025
ace,1.5,13,52,300,1.4444444444444444,fitted ellipse,0.7995811807096977,2.1192771505221026,-1.2724162093824933,-2.433937577572867,-7.780833106317392,-5.369216634050552,4.605170185988092,2.1694722989782993,0.4609415849517619,1.3656001415560197,0.7322787758798559,19.176634694625285,0.0033333333333333335,,,,,,,,
ace,1.5,13,52,300,1.4444444444444444,PAC hyperposterior,1.4301940498677874,,,,-4.785180185788366,,,,,,,,0.024130859375,0.0,1.0,1.6497459241475985,26.0,3.758285274073617,3.487128707875329,,
ace,1.5,13,52,300,1.4444444444444444,PAC hyperprior,5.381602687912373,,,,,,,,,,,,,0.0,0.125,5.381920458529548,26.0,,,False,5.39505353585098
ace,1.5,13,52,300,1.4444444444444444,PAC hyperprior,5.376333286822119,,,,,,,,,,,,,0.0,0.25,5.377970070743711,26.0,,,False,5.398632571872573
ace,1.5,13,52,300,1.4444444444444444,PAC hyperprior,5.354251335522945,,,,,,,,,,,,,0.0,0.5,5.3648678136780825,26.0,,,False,5.407662101483407
ace,1.5,13,52,300,1.4444444444444444,PAC hyperprior,5.23277328465517,,,,,,,,,,,,,0.0,1.0,5.321983589160096,26.0,,,True,5.4277910498303505
ace,1.5,13,52,300,1.4444444444444444,PAC hyperposterior,0.8938911884208788,,,,-4.785180185788366,,,,,,,,0.0067740885416666665,1.0,1.0,2.6740218689811144,26.0,3.758285274073617,3.487128707875329,,
ace,1.5,13,52,300,1.4444444444444444,PAC hyperprior,1.8742359240659,,,,,,,,,,,,,1.0,0.125,2.170927533684155,26.0,,,False,2.3843396261995995
ace,1.5,13,52,300,1.4444444444444444,PAC hyperprior,1.854950439223702,,,,,,,,,,,,,1.0,0.25,2.5624355454686314,26.0,,,False,2.785455781409233
ace,1.5,13,52,300,1.4444444444444444,PAC hyperprior,1.684708934339974,,,,,,,,,,,,,1.0,0.5,3.1662255969221365,26.0,,,False,3.403345892467719
ace,1.5,13,52,300,1.4444444444444444,PAC hyperprior,1.3181826303873847,,,,,,,,,,,,,1.0,1.0,3.427850427267278,26.0,,,True,3.6672740068754432
ace,1.5,14,52,300,1.4444444444444444,fitted ellipse,0.699088758653394,2.3996743052235106,-1.1106170103350954,-2.282738521008198,-7.780833106317392,-4.498204320061251,4.605170185988092,2.223405365327432,0.4497605410126075,1.1291957699087185,0.8855860309154697,19.176634694625285,0.0,,,,,,,,
ace,1.5,14,52,300,1.4444444444444444,PAC hyperposterior,1.2924634392810854,,,,-4.785180185788366,,,,,,,,0.008987630208333333,0.0,0.5,2.018413798373581,26.0,2.9435795991569247,2.572056111989249,,
ace,1.5,14,52,300,1.4444444444444444,PAC hyperprior,1.4038113043017155,,,,,,,,,,,,,0.0,0.125,1.5020692194054601,26.0,,,False,1.7144241005074266
ace,1.5,14,52,300,1.4444444444444444,PAC hyperprior,1.3927674834355888,,,,,,,,,,,,,0.0,0.25,1.7321934551577614,26.0,,,False,1.967220555035726
ace,1.5,14,52,300,1.4444444444444444,PAC hyperprior,1.3638534975998764,,,,,,,,,,,,,0.0,0.5,2.345952877576934,26.0,,,True,2.584832480128613
ace,1.5,14,52,300,1.4444444444444444,PAC hyperprior,1.2647604298662456,,,,,,,,,,,,,0.0,1.0,3.0303791257606565,26.0,,,False,3.267444130350885
ace,1.5,14,52,300,1.4444444444444444,PAC hyperposterior,0.9159255755357578,,,,-4.785180185788366,,,,,,,,0.015198567708333333,1.0,0.125,0.9611759587819158,26.0,2.9435795991569247,2.572056111989249,,
ace,1.5,14,52,300,1.4444444444444444,PAC hyperprior,0.9169867357126611,,,,,,,,,,,,,1.0,0.125,0.9688291671626199,26.0,,,True,1.125954055329399
ace,1.5,14,52,300,1.4444444444444444,PAC hyperprior,0.9060103199001277,,,,,,,,,,,,,1.0,0.25,1.1843919787505803,26.0,,,False,1.4198087831713657
ace,1.5,14,52,300,1.4444444444444444,PAC hyperprior,0.9008239273873552,,,,,,,,,,,,,1.0,0.5,1.6527663454607455,26.0,,,False,1.8898164234057884
ace,1.5,14,52,300,1.4444444444444444,PAC hyperprior,0.7799113051751118,,,,,,,,,,,,,1.0,1.0,2.3595758107287685,26.0,,,False,2.5995072690319123
ace,1.5,15,52,300,1.4444444444444444,fitted ellipse,1.1876005028006285,4.232528435723986,-1.0650899686740205,-3.521838495404231,-7.780833106317392,-5.22637890179022,4.605170185988092,2.2385810458811237,0.44671154606617863,1.387096311038733,0.720930473278489,19.176634694625285,0.023333333333333334,,,,,,,,
