problem,size,seed,method,n_rows,n_units,n_params,units_per_param,failed,fit_time,rmse,coverage_95.45,width_95.45,coverage_99.9,width_99.9,interval_score,nll,zero_density,nll_floor,bound,trivial_bound,lam,empirical,monte_carlo,kl,complexity,concentration,mixture_empirical,outside_support_fraction,pac_test_risk,pvi_lam,converged,n_nonfinite
burgers,16.0,6,Bayesian ridge,48,16,8,2.0,False,0.0007834592834115,0.0691315234676568,0.7796875,0.0940405098593325,0.896875,0.1547212167060718,0.6654835913679961,5.114681820994318,0.0,-1.5298060021391244,,,,,,,,,,,,,,
burgers,16.0,6,POPS hypercube,48,16,8,2.0,False,0.1825846247375011,0.0691315234676568,0.6510416666666666,0.1317259147594732,0.8541666666666666,0.1714627020681286,0.5485876525793789,,,,,,,,,,,,,,,,,
burgers,16.0,6,POPS ellipse,48,16,8,2.0,False,0.0070394170470535,0.0691315234676568,0.8828125,0.1743717791821821,0.9265625,0.2414536259093151,0.4211140742233586,inf,0.0520833333333333,-1.600322138425939,,,,,,,,,,,,,,
burgers,16.0,6,Ellipse+EB,48,16,8,2.0,False,0.0313119580969214,0.0691315234676568,0.9541666666666668,0.227410485551159,0.971875,0.3495754760567134,0.4012380149791534,inf,0.0125,-1.7612528827445595,,,,,,,,,,,,,,
burgers,16.0,6,Ellipse+PAC,48,16,8,2.0,False,0.2931972090154886,0.08057320463312,1.0,1.242764394249115,1.0,2.2610936356205724,1.242764394249115,-1.3787750412701076,0.0,-1.369547143746248,4.960526079603527,5.560681631015528,1.5,-0.982511033409244,0.0337208916193503,5.677627521444842,5.909316221393421,0.0,-1.0117760337011403,0.0083125,-1.36023174053077,,,
burgers,16.0,6,Bayesian stacking,48,16,8,2.0,False,0.0115312500856816,0.0757031073467734,0.903125,0.2378854603273918,0.9354166666666668,0.3452367309531076,0.691162203729819,-0.504410402246976,0.0,-1.7335893340211492,,,,,,,,,,,,,,
burgers,16.0,6,PVI,48,16,8,2.0,False,1.9879299588501451,0.0742735660058985,0.940625,0.2691134417834258,0.9807291666666668,0.4427619459632074,0.413533516645595,-1.5108327352588025,0.0,-1.6978430965732838,,,,,,,,,,,,0.0,True,
burgers,16.0,6,PVI (lamb=1),48,16,8,2.0,False,2.5874226670712233,0.0760082879220474,0.94375,0.2807846383117436,0.9822916666666668,0.4619641145815841,0.4103374638643867,-1.4990092944569515,0.0,-1.668345925242953,,,,,,,,,,,,1.0,True,
burgers,16.0,6,POPS ellipse (free center),48,16,8,2.0,False,0.0089961248449981,0.0748788302398049,0.8447916666666667,0.1820539803917398,0.9036458333333334,0.2520912150060843,0.5017821773676202,inf,0.0744791666666666,-1.4827741610231022,,,,,,,,,,,,,,
burgers,16.0,6,Ellipse+EB (free center),48,16,8,2.0,False,0.0092797498218715,0.0748682444582446,0.9390625,0.2203027173587569,0.9677083333333332,0.3310751159854272,0.4475662958897706,inf,0.0177083333333333,-1.810753880501752,,,,,,,,,,,,,,
burgers,16.0,6,Ellipse+PAC (free center),48,16,8,2.0,False,0.3507368327118456,0.0770779124310266,0.9765625,0.3990368021893976,0.9984375,0.9668320052743298,0.4776306792432329,-1.5697128475401168,0.0,-1.5612583728831062,5.013352910193939,5.560681631015528,3.0,-1.167860820806851,0.0505362001730697,6.482217990898327,6.130677530827722,0.0,-1.3854803668690048,0.0276979166666666,,,,
burgers,16.0,7,Bayesian ridge,48,16,8,2.0,False,0.0007727500051259,0.0699149890867613,0.7494791666666667,0.1206604058989586,0.9208333333333332,0.1985179029426827,0.5747725476874834,0.7172507904172924,0.0,-1.4300688708394824,,,,,,,,,,,,,,
burgers,16.0,7,POPS hypercube,48,16,8,2.0,False,0.1766866659745574,0.0699149890867613,0.7520833333333333,0.1556106652309333,0.8942708333333333,0.1993913503691674,0.4642228844603804,,,,,,,,,,,,,,,,,
burgers,16.0,7,POPS ellipse,48,16,8,2.0,False,0.0089296670630574,0.0699149890867613,0.9286458333333332,0.1994854700353739,0.978125,0.2762287010098184,0.2824629900440134,inf,0.0114583333333333,-1.809055686626896,,,,,,,,,,,,,,
burgers,16.0,7,Ellipse+EB,48,16,8,2.0,False,0.0331348329782485,0.0699149890867613,0.984375,0.2517668013892752,0.9942708333333332,0.3871041203742891,0.2996009809349094,inf,0.003125,-1.8096664865455063,,,,,,,,,,,,,,
burgers,16.0,7,Ellipse+PAC,48,16,8,2.0,False,0.2175758327357471,0.0778060077437487,0.99375,0.526361841136479,0.9979166666666668,0.9130556314828484,0.5581872432580474,inf,0.0010416666666666,-1.5039563506722848,4.5542271157929655,5.560681631015528,6.0,-1.5124475461281914,0.0327340380202738,7.794781016766549,6.033940623900882,0.0,-1.5290049046976333,0.0041614583333333,-1.4956051959575865,,,
burgers,16.0,7,Bayesian stacking,48,16,8,2.0,False,0.0120462081395089,0.0715657297041332,0.8911458333333333,0.2189462565142773,0.9619791666666668,0.346913435967569,0.5048982790242547,-1.152440032719483,0.0,-1.6025472877750155,,,,,,,,,,,,,,
burgers,16.0,7,PVI,48,16,8,2.0,False,1.9640812082216144,0.1006639450941588,0.93125,0.387572538768754,0.9864583333333332,0.6376581204191745,0.4977320369858489,-1.32936534676877,0.0,-1.4082905422812364,,,,,,,,,,,,0.0,True,
burgers,16.0,7,PVI (lamb=1),48,16,8,2.0,False,2.5674605001695454,0.109824097724921,0.8911458333333333,0.3721806776116869,0.9802083333333332,0.6123344860710135,0.5716116707121349,-1.166888120148169,0.0,-1.265237427453027,,,,,,,,,,,,1.0,True,
burgers,16.0,7,POPS ellipse (free center),48,16,8,2.0,False,0.0088799172081053,0.0715043410850787,0.8802083333333334,0.1880994666739854,0.9359375,0.2604624353381779,0.3650394249750658,inf,0.0489583333333333,-1.6922576853413271,,,,,,,,,,,,,,
burgers,16.0,7,Ellipse+EB (free center),48,16,8,2.0,False,0.0091704581864178,0.0714871719336873,0.9473958333333332,0.2176043745132065,0.9885416666666668,0.3228085527725809,0.3197943037340051,inf,0.003125,-1.9622357984342529,,,,,,,,,,,,,,
burgers,16.0,7,Ellipse+PAC (free center),48,16,8,2.0,False,0.3447633329778909,0.0749450767422642,0.996875,0.5349039623925781,0.9989583333333332,0.9657068596605792,0.552762131219653,-1.5597448187058272,0.0,-1.5521896281611092,4.768524257909326,5.560681631015528,4.0,-1.5424406960360797,0.0433209799256947,8.142499900285843,6.267643974019711,0.0,-1.6755968466162845,0.0127916666666666,,,,
burgers,16.0,8,Bayesian ridge,48,16,8,2.0,False,0.0007907920517027,0.0660542240317864,0.5979166666666667,0.0866991835482706,0.8026041666666667,0.1426428162296938,0.7634249648092959,6.562251854512876,0.0,-0.6106280224016895,,,,,,,,,,,,,,
burgers,16.0,8,POPS hypercube,48,16,8,2.0,False,0.1740898331627249,0.0660542240317864,0.8307291666666666,0.1306047199993702,0.9484375,0.1784717316481354,0.3839082714109773,,,,,,,,,,,,,,,,,
burgers,16.0,8,POPS ellipse,48,16,8,2.0,False,0.0074565829709172,0.0660542240317864,0.8510416666666667,0.1489385324924188,0.96875,0.2062360599666436,0.3126005040584292,inf,0.0182291666666666,-1.7432678339486567,,,,,,,,,,,,,,
burgers,16.0,8,Ellipse+EB,48,16,8,2.0,False,0.0322940838523209,0.0660542240317864,0.9729166666666668,0.1946343482585551,0.9854166666666668,0.2995116212529124,0.2993209060796091,inf,0.0067708333333333,-1.810572062007824,,,,,,,,,,,,,,
burgers,16.0,8,Ellipse+PAC,48,16,8,2.0,False,0.1947944168932736,0.0661834642456558,0.9911458333333332,0.5780148794928776,0.996875,0.9299121220269504,0.6055758878658243,inf,0.0005208333333333,-1.4639159156072046,4.3667840477391895,5.560681631015528,1.5,-1.4200227603862938,0.0314080955670388,3.887553978743528,5.755398712558444,0.0,-1.428367511469474,0.0048333333333333,-1.4557603559949992,,,
burgers,16.0,8,Bayesian stacking,48,16,8,2.0,False,0.0112249171361327,0.069154387519623,0.90625,0.2190803792714841,0.9520833333333332,0.3312360824556544,0.5452909651368006,-0.4806059013781739,0.0,-1.457366430990769,,,,,,,,,,,,,,
burgers,16.0,8,PVI,48,16,8,2.0,False,1.9637738750316205,0.0684966081979019,0.9645833333333332,0.2659309162566695,0.9807291666666668,0.4375258597017185,0.4012951124106119,-1.489483707501859,0.0,-1.7790120401501957,,,,,,,,,,,,0.0,True,
burgers,16.0,8,PVI (lamb=1),48,16,8,2.0,False,2.5747991669923067,0.0680653187373016,0.9598958333333332,0.2542839415670161,0.978125,0.4183635423384513,0.4044260417901654,-1.391151712469032,0.0,-1.7939724866133788,,,,,,,,,,,,1.0,True,
burgers,16.0,8,POPS ellipse (free center),48,16,8,2.0,False,0.0076358751393854,0.0685325833929475,0.7953125,0.1214523165783225,0.8973958333333333,0.1681757354914833,0.3966442463999725,inf,0.059375,-1.6290908097693413,,,,,,,,,,,,,,
burgers,16.0,8,Ellipse+EB (free center),48,16,8,2.0,False,0.0075801247730851,0.0685073823868901,0.9197916666666668,0.1435680314610533,0.9729166666666668,0.2142735909549287,0.3418383533704046,inf,0.0145833333333333,-2.0606655932861964,,,,,,,,,,,,,,
burgers,16.0,8,Ellipse+PAC (free center),48,16,8,2.0,False,0.2792536248452961,0.06716368890613,0.9869791666666666,0.3867585680238915,0.996875,0.6631336340061466,0.4405141273107177,inf,0.0015625,-1.6684157172678735,4.292591753089796,5.560681631015528,3.0,-1.6059227687767776,0.0460157061629753,2.5542592231973105,5.852498815703598,0.0,-1.742696690302709,0.01171875,,,,
burgers,16.0,9,Bayesian ridge,48,16,8,2.0,False,0.0007717087864875,0.0672717738547969,0.825,0.096134398712278,0.9052083333333332,0.1581662111181567,0.6093770469207288,3.3688052089477383,0.0,-1.794601923171708,,,,,,,,,,,,,,
burgers,16.0,9,POPS hypercube,48,16,8,2.0,False,0.190042084082961,0.0672717738547969,0.6635416666666667,0.2040940027437405,0.8458333333333333,0.2414117092495807,0.5548600034259477,,,,,,,,,,,,,,,,,
burgers,16.0,9,POPS ellipse,48,16,8,2.0,False,0.0058006253093481,0.0672717738547969,0.921875,0.2449936133624174,0.9630208333333332,0.33924409413278,0.3312866991896021,inf,0.0265625,-1.719074472926217,,,,,,,,,,,,,,
burgers,16.0,9,Ellipse+EB,48,16,8,2.0,False,0.0297998748719692,0.0672717738547969,0.984375,0.2806007850102466,0.99375,0.4106177925133702,0.332747723896503,inf,0.0026041666666666,-1.8624503259834664,,,,,,,,,,,,,,
burgers,16.0,9,Ellipse+PAC,48,16,8,2.0,False,0.1888242089189589,0.0699741949903078,0.9895833333333334,0.4941188591810794,0.9984375,0.8488461258080668,0.5249681595490093,-1.5455153569000464,0.0,-1.5368538861444412,4.406205967441071,5.560681631015528,2.0,-1.5834458419931363,0.033752197238829,5.624480511144251,5.9558996121953784,0.0,-1.5919396696849202,0.0060260416666666,-1.5278693198633126,,,
burgers,16.0,9,Bayesian stacking,48,16,8,2.0,False,0.0127956252545118,0.070032594427207,0.8979166666666667,0.2016251725641079,0.9401041666666666,0.3094552936698063,0.6112973246461183,-0.7948312141606687,0.0,-1.86139676951622,,,,,,,,,,,,,,
burgers,16.0,9,PVI,48,16,8,2.0,False,1.932979749981314,0.0802440968737278,0.8994791666666667,0.4790838891597479,0.9390625,0.788218208790549,0.6465593327939305,1.019403972096953,0.0,-1.2069094176711477,,,,,,,,,,,,0.0,True,
burgers,16.0,9,PVI (lamb=1),48,16,8,2.0,False,2.5439139576628804,0.0810658576213855,0.9026041666666668,0.4596614554662982,0.9489583333333332,0.7562632292084672,0.6146389299603273,-0.2499580925174194,0.0,-1.3025743923999822,,,,,,,,,,,,1.0,True,
burgers,16.0,9,POPS ellipse (free center),48,16,8,2.0,False,0.0078586670570075,0.0715883611800865,0.896875,0.2233793201522438,0.9645833333333332,0.3093146554842765,0.3484726884821774,inf,0.0192708333333333,-1.773618074168016,,,,,,,,,,,,,,
burgers,16.0,9,Ellipse+EB (free center),48,16,8,2.0,False,0.0079768341965973,0.0718000679355345,0.9552083333333332,0.2428897585321294,0.9895833333333334,0.3504435805620461,0.3296620032186699,inf,0.0046875,-1.8842890944725823,,,,,,,,,,,,,,
burgers,16.0,9,Ellipse+PAC (free center),48,16,8,2.0,False,0.256626000162214,0.0751138343505725,0.9911458333333332,0.506294488192676,0.9984375,0.8191127061259063,0.5440846861398041,inf,0.0005208333333333,-1.482616063817414,4.688404753353669,5.560681631015528,3.0,-1.4898438481177356,0.0413828970065967,6.385460410234748,6.136865704464807,0.0,-1.552977219790645,0.0079270833333333,,,,
burgers,16.0,10,Bayesian ridge,48,16,8,2.0,False,0.0007907920517027,0.0659565992034913,0.6229166666666667,0.0749927104514854,0.8260416666666667,0.1233826084364695,0.7368513414871837,6.304993842818025,0.0,-0.9035672762353396,,,,,,,,,,,,,,
burgers,16.0,10,POPS hypercube,48,16,8,2.0,False,0.184175250120461,0.0659565992034913,0.8041666666666667,0.1405406172066232,0.91875,0.1858056527413368,0.3933267465568548,,,,,,,,,,,,,,,,,
burgers,16.0,10,POPS ellipse,48,16,8,2.0,False,0.0069652083329856,0.0659565992034913,0.9,0.1596073609300455,0.9588541666666668,0.2210092493127131,0.3094124293208538,inf,0.0229166666666666,-1.850733892626582,,,,,,,,,,,,,,
burgers,16.0,10,Ellipse+EB,48,16,8,2.0,False,0.0298072919249534,0.0659565992034913,0.9619791666666668,0.2086951988587647,0.9880208333333332,0.3225284548016515,0.3113218391945971,inf,0.0052083333333333,-1.8693046102047863,,,,,,,,,,,,,,
burgers,16.0,10,Ellipse+PAC,48,16,8,2.0,False,0.1873314580880105,0.0665394589289583,0.975,0.2712534691272201,0.9984375,0.8316218536204559,0.360712494044477,-1.8142268634744736,0.0,-1.8074273993171748,4.044466917473507,5.560681631015528,0.5078125,-1.23601369294534,0.040093848092964,0.2291480519744675,5.240386762325883,0.0,-1.3216446417619363,0.0096041666666666,-1.7992347858201774,,,
burgers,16.0,10,Bayesian stacking,48,16,8,2.0,False,0.0117282499559223,0.0715836940131395,0.890625,0.2279816227129779,0.9411458333333332,0.32487896775467,0.6048545854890562,-0.3281923846792607,0.0,-1.4560722478524195,,,,,,,,,,,,,,
burgers,16.0,10,PVI,48,16,8,2.0,False,1.9888435411266985,0.0716465333299109,0.9,0.2252605784766283,0.95,0.3706125246444393,0.4663137066337035,-1.0069046328325026,0.0,-1.6694287814794997,,,,,,,,,,,,0.0,True,
burgers,16.0,10,PVI (lamb=1),48,16,8,2.0,False,2.559955083299428,0.0687218770068534,0.9125,0.2326691282116652,0.9583333333333334,0.3828015252224556,0.4522581024612147,-1.3279330356877015,0.0,-1.7569726724918766,,,,,,,,,,,,1.0,True,
burgers,16.0,10,POPS ellipse (free center),48,16,8,2.0,False,0.0084285419434309,0.0706884710365703,0.8989583333333333,0.157763796889748,0.9578125,0.2184564553674222,0.3266838458202153,inf,0.0286458333333333,-2.00166957080388,,,,,,,,,,,,,,
burgers,16.0,10,Ellipse+EB (free center),48,16,8,2.0,False,0.0087838331237435,0.0707387977604385,0.9572916666666668,0.1788706350928697,0.9796875,0.2631314376925387,0.3256991522970818,inf,0.0098958333333333,-2.050348530116633,,,,,,,,,,,,,,
burgers,16.0,10,Ellipse+PAC (free center),48,16,8,2.0,False,0.1894413749687373,0.0680294942613952,0.9859375,0.3245488432908014,0.996875,0.665265417946348,0.3815378736695335,inf,0.0015625,-1.7120624481228408,4.566925412541694,5.560681631015528,2.5,-0.9760857035846102,0.059440801109209,1.9766849057633535,5.483570315017095,0.0,-1.2987298454713838,0.0356354166666666,,,,
burgers,16.0,11,Bayesian ridge,48,16,8,2.0,False,0.0007715839892625,0.0681592283463767,0.7369791666666666,0.1032607610179899,0.8708333333333333,0.1698909396237477,0.6830701505815344,8.188557217594619,0.0,-1.2517252400233467,,,,,,,,,,,,,,
burgers,16.0,11,POPS hypercube,48,16,8,2.0,False,0.1834109998308122,0.0681592283463767,0.7411458333333333,0.1122192781018503,0.9182291666666668,0.1596476911430343,0.586556197179834,,,,,,,,,,,,,,,,,
burgers,16.0,11,POPS ellipse,48,16,8,2.0,False,0.0061057498678565,0.0681592283463766,0.8244791666666667,0.1337512700378793,0.9197916666666668,0.1852061685215739,0.4005172777234371,inf,0.0484375,-1.549783015840776,,,,,,,,,,,,,,
burgers,16.0,11,Ellipse+EB,48,16,8,2.0,False,0.0292554581537842,0.0681592283463765,0.9515625,0.1785144055092268,0.975,0.2771601563988721,0.3587928948891014,inf,0.0151041666666666,-1.822758606160863,,,,,,,,,,,,,,
burgers,16.0,11,Ellipse+PAC,48,16,8,2.0,False,0.267852250020951,0.0812723604477382,0.96875,0.3299993459963059,0.9927083333333332,0.8345858748186973,0.4874860655248687,inf,0.003125,-1.655380171196712,4.274481235637408,5.560681631015528,2.125,-1.4954267069493778,0.0427176164467041,2.0680550728173372,5.727190326140082,0.0,-1.5874962052356731,0.0121927083333333,-1.650264102070624,,,
burgers,16.0,11,Bayesian stacking,48,16,8,2.0,False,0.01083470787853,0.0784725563693024,0.9197916666666668,0.2332103066862821,0.946875,0.378126204037292,0.6081026834020581,-0.4836453011014273,0.0,-1.6768551104980145,,,,,,,,,,,,,,
burgers,16.0,11,PVI,48,16,8,2.0,False,1.95110687520355,0.0705854334409565,0.915625,0.1920959003158825,0.9442708333333332,0.3160479613049665,0.5057055870184792,0.1075423466524614,0.0,-1.76943568129614,,,,,,,,,,,,0.0,True,
burgers,16.0,11,PVI (lamb=1),48,16,8,2.0,False,2.546219333074987,0.0715981837444682,0.9119791666666668,0.1923939535949724,0.9369791666666668,0.3165383368468791,0.5522408568916922,0.2716141517467109,0.0,-1.775046852867826,,,,,,,,,,,,1.0,True,
burgers,16.0,11,POPS ellipse (free center),48,16,8,2.0,False,0.0068650832399725,0.0746036677141565,0.8651041666666667,0.1128733974786988,0.93125,0.1562964558700795,0.4704555086578878,inf,0.0484375,-2.034547444866635,,,,,,,,,,,,,,
burgers,16.0,11,Ellipse+EB (free center),48,16,8,2.0,False,0.0069231656379997,0.0746055283431525,0.9322916666666666,0.1455914494366181,0.9541666666666668,0.2221306297897895,0.4691922729985676,inf,0.0260416666666666,-2.0285081170157873,,,,,,,,,,,,,,
burgers,16.0,11,Ellipse+PAC (free center),48,16,8,2.0,False,0.271013917401433,0.0673794540539854,0.9802083333333332,0.5308922858785563,0.9916666666666668,0.9287618336746952,0.6504024840659482,inf,0.0057291666666666,-1.7004816926508506,4.4128254496011685,5.560681631015528,4.0,-1.5288305297843658,0.0500951658046044,2.781646925716089,5.891560813580929,0.0,-1.7007101277926446,0.0151770833333333,,,,
burgers,16.0,12,Bayesian ridge,48,16,8,2.0,False,0.0007914169691503,0.067296000452951,0.7744791666666667,0.11817171159037,0.9109375,0.1944233503715591,0.6170095517575862,3.348135573014972,0.0,-1.538228553209358,,,,,,,,,,,,,,
burgers,16.0,12,POPS hypercube,48,16,8,2.0,False,0.1864303331822157,0.067296000452951,0.7130208333333333,0.1383866815572086,0.8875,0.1855869645928948,0.4919644655396959,,,,,,,,,,,,,,,,,
burgers,16.0,12,POPS ellipse,48,16,8,2.0,False,0.0077421669848263,0.067296000452951,0.9125,0.2030360833390359,0.9765625,0.2811452560876634,0.3053248035730112,inf,0.0130208333333333,-1.844027345761074,,,,,,,,,,,,,,
burgers,16.0,12,Ellipse+EB,48,16,8,2.0,False,0.0313483332283794,0.067296000452951,0.9802083333333332,0.2422501513733414,0.9895833333333334,0.3658128223499293,0.318476291576433,inf,0.0046875,-1.8533836391351104,,,,,,,,,,,,,,
burgers,16.0,12,Ellipse+PAC,48,16,8,2.0,False,0.2971841669641435,0.0749047120114897,0.990625,0.4530840208812973,0.9989583333333332,0.9600655259273566,0.4920992898870512,-1.4999884017523557,0.0,-1.49198278603241,4.531676173371043,5.560681631015528,5.0,-1.30528147731993,0.0435881706469776,2.933718155529337,5.793369480043996,0.0,-1.3877368436696158,0.0081666666666666,-1.4830884614978337,,,
burgers,16.0,12,Bayesian stacking,48,16,8,2.0,False,0.012197708711028,0.0669115169107514,0.8864583333333333,0.1909488404030744,0.9411458333333332,0.2955734228850747,0.5886317511423481,-0.7565481068036919,0.0,-1.6292715899490824,,,,,,,,,,,,,,
burgers,16.0,12,PVI,48,16,8,2.0,False,1.9640626250766215,0.0736167100861889,0.9104166666666668,0.2871461628094798,0.9572916666666668,0.4724304849986257,0.4812307196260114,-1.2964932804454443,0.0,-1.5714546311688422,,,,,,,,,,,,0.0,True,
burgers,16.0,12,PVI (lamb=1),48,16,8,2.0,False,2.639438208658248,0.0754644316649875,0.9317708333333332,0.2965323718246065,0.9682291666666668,0.4878732519641622,0.4514364249402786,-1.5253128592716605,0.0,-1.677815959530864,,,,,,,,,,,,1.0,True,
burgers,16.0,12,POPS ellipse (free center),48,16,8,2.0,False,0.0092141251079738,0.0703463508057353,0.8927083333333333,0.172949202311807,0.9703125,0.2394837753687185,0.3308216287684723,inf,0.0161458333333333,-2.0168395085495976,,,,,,,,,,,,,,
burgers,16.0,12,Ellipse+EB (free center),48,16,8,2.0,False,0.0090221669524908,0.0704886244253704,0.9479166666666666,0.1981530480432549,0.9833333333333332,0.2946192242986637,0.3285146419055061,inf,0.0104166666666666,-2.01265224973193,,,,,,,,,,,,,,
